candidate_email,full_name,candidate_title,about,location,preferred_employment_type,yoe,seniority,created_at,skills
tina.ward@yahoo.com,Tina Ward,Operations Manager,"IT SKILLS â¢ Well versed with MS Office and Internet Applications and various ERP systems implemented in the company ie.SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000 etc PERSONAL DOSSIER Permanent Address: Bandra West, Mumbai 400 050Education Details B.Com commerce Mumbai, Maharashtra Bombay University Mumbai, Maharashtra St. Andrews College DIM Business Management IGNOU Operations Manager Operations Manager - Landmark Insurance Brokers Pvt Ltd Skill Details EMPLOYEE RESOURCE GROUP- Exprien...","Tinaborough, New Caledonia",Contract,0.0,Junior,2025-08-07T21:14:46,
brian.gillespie@yahoo.com,Brian Gillespie,Operations Manager [1st Employee],"Education Details August 2000 B.E Electronics Pune, Maharashtra Pune University Operations Manager Operations Manager - Delta Controls, Dubai FZCO Skill Details Company Details company - Delta Controls, Dubai FZCO description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] From Aug '17 till date Designation - Operations Manager [1st Employee] 1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization ...","Michellemouth, Austria",Contract,0.0,Junior,2023-11-05T06:13:15,
bob.hays.jr.@yahoo.com,Bob Hays Jr.,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Lake Frankview, Central African Republic",,4.0,Mid-level,2024-11-18T23:35:17,
bobby.williams@yahoo.com,Bobby Williams,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","East Matthewhaven, Uzbekistan",,0.0,Junior,2024-04-29T10:14:00,
victor.bonilla@yahoo.com,Victor Bonilla,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Lake Jamesland, France",,0.0,Junior,2024-05-30T20:50:05,
gina.obrien@gmail.com,Gina Obrien,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","North Markburgh, Solomon Islands",,1.0,Junior,2024-03-19T02:27:57,
michelle.mendez@yahoo.com,Michelle Mendez,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Lake Stephanieside, United Kingdom",,0.0,Junior,2025-06-19T18:44:25,
joseph.baker@yahoo.com,Joseph Baker,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","Williamsburgh, New Zealand",,1.0,Junior,2023-11-29T16:53:12,
jennifer.rios@gmail.com,Jennifer Rios,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","East Blakeburgh, Samoa",,4.0,Mid-level,2024-09-08T02:11:33,
reginald.campbell@gmail.com,Reginald Campbell,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","Lake Linda, Samoa",,0.0,Junior,2024-04-28T19:16:19,
brett.brady@hotmail.com,Brett Brady,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","South Lawrencefurt, Nicaragua",,0.0,Junior,2024-06-04T07:45:55,
todd.byrd@gmail.com,Todd Byrd,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","Lake William, Eritrea",,1.0,Junior,2025-03-06T01:41:56,
courtney.collins@yahoo.com,Courtney Collins,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","North Ann, Thailand",,0.0,Junior,2024-07-09T03:40:19,
matthew.knox@gmail.com,Matthew Knox,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","Bakerberg, Botswana",,1.0,Junior,2023-09-21T23:28:30,
lisa.fuller@gmail.com,Lisa Fuller,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Rodriguezchester, Slovenia",,4.0,Mid-level,2023-10-26T18:51:01,
tiffany.arnold@gmail.com,Tiffany Arnold,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","New Carl, Palestinian Territory",,0.0,Junior,2024-11-03T05:01:25,
robert.villa@yahoo.com,Robert Villa,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Rayshire, Saudi Arabia",,0.0,Junior,2024-12-21T12:55:56,
scott.thomas@yahoo.com,Scott Thomas,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","New Andrea, British Virgin Islands",,1.0,Junior,2025-03-18T01:42:37,
jack.sanders@yahoo.com,Jack Sanders,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Sherylview, Mongolia",,0.0,Junior,2025-04-12T02:25:44,
carl.costa@hotmail.com,Carl Costa,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","West Tyler, Saudi Arabia",,1.0,Junior,2024-11-18T18:59:36,
rebecca.smith@hotmail.com,Rebecca Smith,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Andersonmouth, Brazil",,4.0,Mid-level,2025-03-22T20:17:34,
jacqueline.evans.md@yahoo.com,Jacqueline Evans MD,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","South Matthewtown, Trinidad and Tobago",,0.0,Junior,2024-05-20T11:50:24,
james.ferguson@gmail.com,James Ferguson,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Port Amber, Serbia",,0.0,Junior,2023-11-15T12:24:35,
jessica.stevens@hotmail.com,Jessica Stevens,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","New Cameronfort, Slovenia",,1.0,Junior,2024-10-09T08:57:09,
scott.henderson@yahoo.com,Scott Henderson,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Jerryton, Guatemala",,0.0,Junior,2024-11-29T08:16:45,
jennifer.frost@gmail.com,Jennifer Frost,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","West Joseph, Grenada",,1.0,Junior,2025-06-27T02:07:19,
jacob.johnson@hotmail.com,Jacob Johnson,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Lake Barbaratown, French Southern Territories",,4.0,Mid-level,2024-08-10T10:44:54,
john.fernandez@gmail.com,John Fernandez,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","East Christophertown, Zambia",,0.0,Junior,2024-12-19T16:58:57,
kendra.velazquez@hotmail.com,Kendra Velazquez,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Lake Robertmouth, Austria",,0.0,Junior,2025-06-14T14:55:18,
james.larson@yahoo.com,James Larson,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","South Ashleyberg, Norfolk Island",,1.0,Junior,2025-07-30T12:52:57,
shelly.page@gmail.com,Shelly Page,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Jeffreyview, Netherlands",,0.0,Junior,2024-12-11T11:45:51,
robin.hudson@hotmail.com,Robin Hudson,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","Ramirezburgh, Vanuatu",,1.0,Junior,2025-02-10T21:07:21,
brandon.spears@hotmail.com,Brandon Spears,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Webermouth, Saint Pierre and Miquelon",,4.0,Mid-level,2024-07-15T09:56:52,
lauren.mathis@gmail.com,Lauren Mathis,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","Woodsmouth, Serbia",,0.0,Junior,2024-03-04T10:43:36,
pamela.daniels@yahoo.com,Pamela Daniels,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Christopherchester, China",,0.0,Junior,2024-12-12T02:50:35,
sarah.miller@hotmail.com,Sarah Miller,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","South Christinaview, Northern Mariana Islands",,1.0,Junior,2024-08-07T06:15:04,
seth.maddox@gmail.com,Seth Maddox,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Reynoldsburgh, Timor-Leste",,0.0,Junior,2024-02-05T07:23:31,
jodi.mendez@hotmail.com,Jodi Mendez,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","Hoodfurt, New Zealand",,1.0,Junior,2023-09-26T01:57:22,
kayla.reed@yahoo.com,Kayla Reed,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","Goldenland, Poland",,4.0,Mid-level,2024-01-22T22:07:23,
brandy.hamilton@yahoo.com,Brandy Hamilton,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","Danielberg, Australia",,0.0,Junior,2023-12-25T12:34:02,
angela.tyler@hotmail.com,Angela Tyler,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Henrymouth, Croatia",,0.0,Junior,2025-06-19T03:16:38,
john.walker@hotmail.com,John Walker,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","New Nicolebury, Syrian Arab Republic",,1.0,Junior,2024-03-20T05:23:30,
joseph.gilbert@yahoo.com,Joseph Gilbert,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Kristophertown, Algeria",,0.0,Junior,2023-11-10T22:20:30,
pamela.rodriguez@yahoo.com,Pamela Rodriguez,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","Roberttown, Ireland",,1.0,Junior,2025-07-02T03:51:47,
jamie.taylor@gmail.com,Jamie Taylor,Python RESTful API developer,"Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Test...","New Kimberlymouth, Dominica",,4.0,Mid-level,2025-01-05T13:45:58,
caitlin.vasquez@hotmail.com,Caitlin Vasquez,"June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre","Education Details June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre Python Developer Skill Details Company Details company - Cybage Software Pvt. Ltd description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.","North Brendaville, Marshall Islands",,0.0,Junior,2025-02-23T10:40:31,
jennifer.smith@hotmail.com,Jennifer Smith,"January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University","TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Expr...","Williamborough, Chad",,0.0,Junior,2024-05-17T01:52:46,
joshua.turner@yahoo.com,Joshua Turner,Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details BE Dr.BAMU,Aurangabad Python Developer Python Developer - Arsys Inovics pvt ltd Skill Details CSS- Exprience - 31 months DJANGO- Exprience - 31 months HTML- Exprience - 31 months MYSQL- Exprience - 31 months PYTHON-...","Kimberlyshire, Guinea-Bissau",,1.0,Junior,2025-02-02T23:13:35,
